timestamp,price,volume,market_cap
2025-04-20 00:00:00,85126.66244301842,12635983530.804455,1690090596771.3958
2025-04-21 00:00:00,85073.16544858096,12625843856.313684,1689008667806.3804
2025-04-22 00:00:00,87452.04699068287,40070025414.28289,1735703747771.06
2025-04-23 00:00:00,93576.16588573981,53841992235.36636,1858587811717.8286
2025-04-24 00:00:00,93605.45230873208,39901515879.65954,1858660302322.256
2025-04-25 00:00:00,93872.81422867288,30031246761.093452,1864298110563.3408
2025-04-26 00:00:00,94773.11200643536,39336184715.04292,1882121595175.8462
2025-04-27 00:00:00,94644.06637120107,15445392739.787264,1879131951239.1846
2025-04-28 00:00:00,93809.33781968223,15926259371.057959,1862772247122.064
2025-04-29 00:00:00,95030.60645474444,31913814736.53902,1887067388174.3481
2025-04-30 00:00:00,94256.35946318062,25882629766.278946,1870818389258.4038
2025-05-01 00:00:00,94235.75331048167,26541700309.366146,1871350362569.0933
2025-05-02 00:00:00,96426.94522273027,30207566405.468834,1914884389769.3945
2025-05-03 00:00:00,96855.5681343944,23276376191.483967,1923251765866.1472
2025-05-04 00:00:00,95922.86842404422,13797554863.642815,1904894886394.57
2025-05-05 00:00:00,94326.62048529249,14903122945.616686,1872812442453.0322
2025-05-06 00:00:00,94758.8237105546,24086456278.203846,1882511286487.958
2025-05-07 00:00:00,96854.53198815876,23348052607.071873,1923643840814.599
2025-05-08 00:00:00,97026.49376966801,64376174032.08048,1927134557858.269
2025-05-09 00:00:00,103076.27555512934,50020047720.65604,2047883753852.6929
2025-05-10 00:00:00,102962.54045692299,40800894903.23446,2045046445523.5242
2025-05-11 00:00:00,104630.8792994166,21558992540.042442,2077132539531.3464
2025-05-12 00:00:00,103994.061616746,27389436049.454792,2065659960471.3655
2025-05-13 00:00:00,102876.8304286011,43090605819.36596,2044347271866.1707
2025-05-14 00:00:00,104184.49039270742,33861432519.50822,2069356072124.024
2025-05-15 00:00:00,103594.42575090709,28398245846.798244,2057798367292.5637
2025-05-16 00:00:00,103708.85136423641,31823340473.339912,2060142559914.034
2025-05-17 00:00:00,103556.03493982446,25887953182.14765,2057725640290.0767
2025-05-18 00:00:00,103212.36483885496,18950056010.479057,2050318521477.805
2025-05-19 00:00:00,106030.6376831359,30744060179.802963,2104889720872.8306
2025-05-20 00:00:00,105629.41580436694,43339734153.75087,2098485415895.0496
2025-05-21 00:00:00,106786.71995834043,36393687094.25122,2121778617273.821
2025-05-22 00:00:00,109665.86371625263,60722883113.84,2178838967665.505
2025-05-23 00:00:00,111560.356938144,52218408239.45193,2214712145787.249
2025-05-24 00:00:00,107216.66856870624,49251745837.96465,2131595896624.4407
2025-05-25 00:00:00,107831.36374380375,27128230116.517162,2142540077685.2197
2025-05-26 00:00:00,108861.81037744327,29652659665.048733,2163072841533.6133
2025-05-27 00:00:00,109377.71513263129,27950577137.918888,2173059855839.4187
2025-05-28 00:00:00,109068.45694901445,38978783508.88622,2167551887130.0073
2025-05-29 00:00:00,107838.18431100152,29794278037.284946,2143342706888.307
2025-05-30 00:00:00,105745.41660358038,38279231892.56757,2101348752694.3137
2025-05-31 00:00:00,104010.91956242644,39680060337.610214,2066830946978.0637
2025-06-01 00:00:00,104687.50742934884,20432694555.09522,2080467809295.7695
2025-06-02 00:00:00,105710.00593822816,17721500507.53389,2101178071590.9749
