timestamp,close,rsi_14,macd,macd_signal,macd_cross_down,sig_rsi,sig_macd,sig_exchange,sig_nvt,score,position
2025-07-06,108217.46849992426,69.38442602176863,853.0459306713747,608.8950574259269,False,-1,1,1,0,1,0.0
2025-07-07,109215.19771840284,73.81058382326606,934.1207824420272,673.9402024291469,False,-1,1,0,0,0,0.0
2025-07-08,108300.71675785031,60.09359541952439,914.0456662360376,721.9612951905251,False,-1,1,0,0,0,0.0
2025-07-09,108953.19187727802,60.629407559507136,939.950121285554,765.559060409531,False,-1,1,0,0,0,0.0
2025-07-10,111327.53054245668,63.52535304650734,1138.939885611704,840.2352254499657,False,-1,1,-1,0,-1,0.0
2025-07-11,115879.65030112496,72.91077105768406,1644.9962357255426,1001.1874275050812,False,-1,1,-1,0,-1,0.0
2025-07-12,117571.02510036016,74.96916800597808,2157.657220674213,1232.4813861389075,False,-1,1,-1,0,-1,0.0
2025-07-13,117418.95745007684,74.12147204725,2522.595248509693,1490.5041586130646,False,-1,1,0,0,0,0.0
2025-07-14,119117.55666327637,74.88254263625835,2915.2686235248257,1775.457051595417,False,-1,1,0,0,0,0.0
2025-07-15,119833.67446712356,80.24680908170022,3246.8224757834687,2069.7301364330274,False,-1,1,-1,0,-1,0.0
2025-07-16,117678.19493404306,77.88712725691036,3297.6389787513763,2315.3119048966973,False,-1,1,-1,0,-1,0.0
2025-07-17,118748.1627367753,75.45796444425712,3385.2261037589924,2529.2947446691564,False,-1,1,0,0,0,0.0
2025-07-18,119445.36520434044,75.35610577443104,3470.887710750103,2717.6133378853456,False,-1,1,0,0,0,0.0
2025-07-19,117988.94664455787,75.7655567030298,3382.265691962777,2850.543808700832,False,-1,1,0,0,0,0.0
2025-07-20,117901.62655900871,75.19856750861085,3267.322443160083,2933.8995355926822,False,-1,1,1,0,1,0.0
2025-07-21,117256.9208222684,71.31650474213217,3088.603229991684,2964.840274472482,False,-1,1,0,0,0,0.0
2025-07-22,117482.46977767294,75.2610496369285,2931.3758060886903,2958.147380795724,True,-1,-1,0,0,-2,0.0
2025-07-23,119955.79570607652,77.513956279745,2972.0882881332072,2960.9355622632206,False,-1,1,0,0,0,0.0
2025-07-24,118629.05588130427,69.26830083200393,2864.278784760216,2941.6042067626195,True,-1,-1,0,0,-2,0.0
2025-07-25,118354.43517438594,58.4351433845828,2725.2642310270894,2898.336211615513,False,0,-1,0,0,-1,0.0
2025-07-26,117540.8083708574,49.890453535396944,2520.387850116793,2822.746539315769,False,0,-1,-1,0,-2,0.0
2025-07-27,117959.54234360624,51.92263916661583,2364.553078282508,2731.1078471091173,False,0,-1,0,0,-1,0.0
2025-07-28,119418.91405141471,51.090359162271305,2331.93095079271,2651.272467845836,False,0,-1,0,0,-1,0.0
2025-07-29,118003.30201607826,43.69648896355789,2166.87127599986,2554.3922294766408,False,0,-1,0,0,-1,0.0
2025-07-30,117853.30892863822,50.699717766356166,2000.892067679772,2443.692197117267,False,0,-1,0,0,-1,0.0
2025-07-31,117833.24087995924,46.00933927880443,1846.4483186149448,2324.2434214168024,False,0,-1,0,0,-1,0.0
2025-08-01,115700.00243915782,35.48232916707421,1534.2303681599003,2166.2408107654223,False,1,-1,0,0,0,0.0
2025-08-02,113234.6051343189,32.90826122478195,1075.4611875807896,1948.084886128496,False,1,-1,-1,1,0,0.0
2025-08-03,112554.90232221724,31.56389128508313,649.549369494096,1688.377782801616,False,1,-1,0,0,0,0.0
2025-08-04,114199.10966460756,40.13621202328783,439.6173413889919,1438.6256945190912,False,0,-1,1,0,0,0.0
2025-08-05,115138.68613070175,42.77244158330013,345.08276576557546,1219.9171087683883,False,0,-1,0,1,0,0.0
2025-08-06,114128.35408881678,30.247595174939903,186.48835969070203,1013.2313589528512,False,1,-1,0,0,0,0.0
2025-08-07,115022.09576830892,37.40430201592727,131.40389221612713,836.8658656055064,False,1,-1,0,0,0,0.0
2025-08-08,117463.47451085236,47.2976593320596,281.50292545498814,725.7932775754028,False,0,-1,0,0,-1,0.0
2025-08-09,116688.36663186055,47.4084342220748,334.0619050193636,647.447003064195,False,0,-1,0,0,-1,0.0
2025-08-10,116510.08393213755,45.52802205571008,357.2116376914055,589.3999299896371,False,0,-1,0,0,-1,0.0
2025-08-11,119266.92516880557,49.56583238247953,591.1970637904014,589.7593567497901,False,0,1,0,0,1,0.0
2025-08-12,118773.79960860992,52.3234361676848,728.4440388233925,617.4962931645106,False,0,1,-1,0,0,0.0
2025-08-13,120202.53485503166,56.57687770987637,941.6455456000112,682.3261436516108,False,0,1,0,0,1,0.0
2025-08-14,123560.99363577303,63.51004492776168,1365.864001559923,819.0337152332734,False,-1,1,-1,0,-1,0.0
2025-08-15,118405.59579823952,55.58538697779196,1271.4066794282844,909.5083080722756,False,0,1,-1,0,0,0.0
2025-08-16,117339.79190213275,58.99443962540329,1097.8912965368363,947.1849057651878,False,0,1,0,0,1,0.0
2025-08-17,117501.21653394958,61.0891901718063,962.3117928604042,950.210283184231,False,-1,1,1,0,1,0.0
2025-08-18,117542.83687778088,58.07670326515688,848.4421602245566,929.8566585922962,True,0,-1,1,0,0,0.0
2025-08-19,116256.41276740946,52.65535210042967,646.9384773010388,873.2730223340448,False,0,-1,0,0,-1,0.0
2025-08-20,112778.34483555844,47.12940018445605,204.23999067711705,739.4664160026592,False,0,-1,0,0,-1,0.0
2025-08-21,114252.39755195397,48.40276590717371,-27.342823354847496,586.1045681311579,False,0,-1,0,0,-1,0.0
2025-08-22,112414.39987336512,39.25332799355448,-355.0916483287874,397.8653248391688,False,1,-1,0,0,0,0.0
2025-08-23,116834.24948202296,50.26879865830119,-255.24769172508968,267.24272152631715,False,0,-1,-1,0,-2,0.0
2025-08-24,115359.98346714744,47.977458828685,-291.7188301399001,155.4504111930737,False,0,-1,1,0,0,0.0
2025-08-25,113399.54847314973,39.3844097927018,-473.35662950015103,29.689003054428756,False,1,-1,0,0,0,0.0
2025-08-26,110185.35443900424,35.85413220584665,-866.6740120133909,-149.58359995913517,False,1,-1,-1,0,-1,0.0
2025-08-27,111842.70999260596,36.33361172446735,-1032.741330082441,-326.21514598379633,False,1,-1,0,0,0,0.0
2025-08-28,111216.08479629167,27.83958498636052,-1201.069115397113,-501.1859398664597,False,1,-1,0,0,0,0.0
2025-08-29,112525.59740669793,37.75389624495755,-1214.799917130964,-643.9087353193605,False,1,-1,0,0,0,0.0
2025-08-30,108480.30666639366,33.585713305712034,-1534.4150497144435,-822.0099981983772,False,1,-1,0,0,0,0.0
2025-08-31,108781.95727925688,33.929020381540155,-1743.2762579806297,-1006.2632501548276,False,1,-1,1,0,1,0.0
2025-09-01,108253.36092385623,33.17996500791821,-1929.214791292572,-1190.8535583823766,False,1,-1,1,0,1,0.0
2025-09-02,109162.68557992298,36.97787893706083,-1980.3690566080916,-1348.7566580275195,False,1,-1,0,0,0,0.0
2025-09-03,111190.18209845416,46.9205714895108,-1836.141262353005,-1446.2335788926168,False,0,-1,-1,0,-2,0.0
2025-09-04,111711.51977725116,44.88426208772913,-1660.6294005983657,-1489.1127432337669,False,0,-1,0,0,-1,0.0
2025-09-05,110724.736377486,46.477331097896936,-1582.9133197109186,-1507.872858529197,False,0,-1,0,0,-1,0.0
2025-09-06,110662.18112628513,34.27532450657266,-1508.975916607582,-1508.093470144874,False,1,-1,0,0,0,0.0
2025-09-07,110209.1888247784,36.15686642697444,-1469.9875830530073,-1500.4722927265009,False,1,1,1,0,3,1.0
2025-09-08,111131.9923868407,43.54580109298021,-1349.075213259668,-1470.1928768331345,False,0,1,1,0,2,1.0
2025-09-09,112025.12878118773,56.0338429994267,-1167.7218754023345,-1409.6986765469742,False,0,1,0,0,1,1.0
2025-09-10,111547.43956434788,48.950395484679085,-1050.4348174511542,-1337.8459047278102,False,0,1,0,0,1,1.0
2025-09-11,113975.32489468766,58.69487174214392,-752.8950184315036,-1220.8557274685488,False,0,1,-1,0,0,0.0
2025-09-12,115503.16663193036,59.25551193100189,-389.3206781268818,-1054.5487176002157,False,0,1,0,0,1,0.0
2025-09-13,116160.14344594492,80.24255549900194,-47.623877304416965,-853.1637495410557,False,-1,1,-1,0,-1,0.0
2025-09-14,115970.58488443034,78.5603508094861,205.5085329889989,-641.4292930350449,False,-1,1,1,0,1,0.0
2025-09-15,115373.55555886828,78.13547578962198,353.8633978978032,-442.37075484847526,False,-1,1,1,0,1,0.0
2025-09-16,115397.25272727507,76.48998120349019,467.9535830081295,-260.30588727715434,False,-1,1,0,0,0,0.0
2025-09-17,116762.8496864193,75.08880760020934,660.9441853709286,-76.05587274753776,False,-1,1,0,0,0,0.0
2025-09-18,116455.9464822532,71.78051151185213,780.1332144069311,95.18194468335602,False,-1,1,-1,0,-1,0.0
2025-09-19,117145.49508952006,80.30313739762349,919.6312518164632,260.07180610997744,False,-1,1,0,0,0,0.0
2025-09-20,115655.81046441344,70.76984660818233,899.6092169941548,387.97928828681296,False,-1,1,0,0,0,0.0
2025-09-21,115715.51536781774,73.6768998582588,878.433265003303,486.070083630111,False,-1,1,1,0,1,0.0
2025-09-22,115304.47999407038,68.7674497288977,819.0426373040827,552.6645943649054,False,-1,1,1,0,1,0.0
2025-09-23,112696.74101711863,52.61716916699525,555.1529378136329,553.1622630546509,False,0,1,-1,0,0,0.0
2025-09-24,112022.16587861197,51.82197747271583,288.262957787083,500.18240200113735,True,0,-1,0,0,-1,0.0
2025-09-25,113320.56908541008,47.248530855939975,179.45239782099088,436.0364011651081,False,0,-1,0,0,-1,0.0
2025-09-26,108963.53013595636,27.797860699749307,-255.41314111536485,297.7464927090135,False,1,-1,-1,0,-1,0.0
2025-09-27,109710.20874667744,28.234965173877924,-533.6449631747528,131.46820153226025,False,1,-1,0,0,0,0.0
2025-09-28,109654.81021075726,28.49295025771057,-749.9706902955513,-44.81957683330207,False,1,-1,1,0,1,0.0
2025-09-29,112142.57362752674,40.25272347714451,-712.4559225676057,-178.3468459801628,False,0,-1,1,0,0,0.0
2025-09-30,114309.15041119448,47.09322321693921,-502.1125186982245,-243.09998052377517,False,0,-1,0,0,-1,0.0
2025-10-01,114024.22783550054,42.235693870766106,-354.32034200466296,-265.3440528199527,False,0,-1,0,0,-1,0.0
2025-10-02,118503.24451752484,54.69389656440217,122.80956413615786,-187.71332942873065,False,0,1,0,0,1,0.0
2025-10-03,120611.71911591051,57.461622635979374,663.4271558369364,-17.485232375597207,False,0,1,-1,0,0,0.0
2025-10-04,122250.15186842805,64.10508420191866,1210.128711862184,228.03755647195905,False,-1,1,-1,0,-1,0.0
2025-10-05,122380.93708463266,64.21390149900117,1635.0985099055688,509.449747158681,False,-1,1,1,0,1,0.0
2025-10-06,123506.18520027678,66.97298751085167,2039.1818365732036,815.3961650415856,False,-1,1,0,0,0,0.0
2025-10-07,124773.50823074432,76.46018796351521,2433.629791958956,1139.0428904250598,False,-1,1,0,0,0,0.0
2025-10-08,121518.75593575073,68.6934752751138,2455.2981802878057,1402.293948397609,False,-1,1,0,0,0,0.0
2025-10-09,123352.50487523204,69.33967016642595,2590.576198449504,1639.950398407988,False,-1,1,0,0,0,0.0
2025-10-10,121698.03066778315,77.40535873871055,2535.060165378556,1818.972351802102,False,-1,1,0,0,0,0.0
2025-10-11,113201.74064138904,55.63455531721034,1784.9083975863614,1812.159560958954,True,0,-1,-1,0,-2,0.0
2025-10-12,110853.11663883904,51.80053318960724,989.4871958638688,1647.6250879399372,False,0,-1,0,0,-1,0.0
2025-10-13,115189.5714637257,54.337348149760814,700.9457595096901,1458.2892222538878,False,0,-1,0,0,-1,0.0
2025-10-14,115222.28302116522,51.38390083088135,469.50201470304455,1260.5317807437193,False,0,-1,0,0,-1,0.0
2025-10-15,113156.56943826911,48.75236231191418,118.03472637904632,1032.0323698707848,False,0,-1,0,1,0,0.0
2025-10-16,110708.66960879424,38.09659010972396,-353.9505682645831,754.8357822437113,False,1,-1,0,1,1,0.0
2025-10-17,108076.72862033188,31.15854978083175,-929.6613985520236,417.9363460845643,False,1,-1,0,1,1,0.0
2025-10-18,106443.61194984637,26.23725858246803,-1500.3995737897058,34.26916210971035,False,1,-1,-1,1,0,0.0
2025-10-19,107156.00337647724,27.5049889137304,-1873.631596437961,-347.3109895998239,False,1,-1,1,1,2,1.0
2025-10-20,108621.134857428,28.22586180357395,-2027.821335400644,-683.413058759988,False,1,-1,0,1,1,1.0
2025-10-21,110608.5714932665,29.706793517524943,-1966.974233034984,-940.1252936149872,False,1,-1,0,0,0,0.0
2025-10-22,108486.1026271664,30.702887706123875,-2066.200096761793,-1165.3402542443484,False,1,-1,0,1,1,0.0
2025-10-23,107618.4266715404,26.016828412460725,-2189.611033785593,-1370.1944101525974,False,1,-1,0,1,1,0.0
2025-10-24,110048.51827291628,32.65303081356872,-2067.4942209875157,-1509.654372319581,False,1,-1,0,1,1,0.0
2025-10-25,110997.80437129698,45.76669922028415,-1872.5309413348589,-1582.2296861226366,False,0,-1,0,0,-1,0.0
2025-10-26,111620.3093731354,51.57827252291592,-1648.7840304479903,-1595.5405549877075,False,0,-1,1,0,0,0.0
2025-10-27,114476.01227508576,48.43682763977965,-1226.888822840323,-1521.810208558231,False,0,1,0,0,1,0.0
2025-10-28,114182.79442806762,47.74852164688675,-905.7531029914098,-1398.5987874448665,False,0,1,0,0,1,0.0
2025-10-29,112950.34863259472,49.53660976481051,-742.1438349083037,-1267.307796937554,False,0,1,0,0,1,0.0
2025-10-30,110046.66925837284,48.542304778736494,-837.1349984858534,-1181.273237247214,False,0,1,-1,1,1,0.0
2025-10-31,108240.76528725718,50.374837221556014,-1046.0789904548728,-1154.234387888746,False,0,1,-1,0,0,0.0
2025-11-01,109573.90555629117,57.25240351472866,-1091.5130482802488,-1141.6901199670465,False,0,1,0,0,1,0.0
2025-11-02,110014.13556776088,56.7064233035489,-1079.552573601366,-1129.2626106939106,False,0,1,1,0,2,1.0
2025-11-03,110650.2092823146,54.95382931983127,-1007.1383148019232,-1104.837751515513,False,0,1,0,0,1,1.0
2025-11-04,106521.0867382576,40.965504468564895,-1268.3148299145687,-1137.533167195324,True,0,-1,-1,0,-2,0.0
2025-11-05,101635.2740227234,36.50608846890773,-1848.2380161575277,-1279.6741369877648,False,1,-1,-1,0,-1,0.0
2025-11-06,103877.9596595516,43.011058778558656,-2102.627549835568,-1444.2648195573256,False,0,-1,0,0,-1,0.0
2025-11-07,101322.6402945857,33.771922395106216,-2481.81716174772,-1651.7752879954046,False,1,-1,0,0,0,0.0
2025-11-08,103396.084215925,36.42999869625904,-2585.217289472377,-1838.4636882907996,False,1,-1,0,0,0,0.0
2025-11-09,102290.13714655169,33.627097475331865,-2724.991317702676,-2015.7692141731748,False,1,-1,1,0,1,0.0
2025-11-10,104709.67861656273,32.59527830775599,-2610.434996711847,-2134.7023706809096,False,1,-1,0,0,0,0.0
2025-11-11,105909.07272321742,35.71661086804316,-2395.2561840461717,-2186.8131333539623,False,1,-1,0,0,0,0.0
2025-11-12,102960.77564500563,33.71898352984944,-2434.5642181506846,-2236.363350313307,False,1,-1,0,0,0,0.0
2025-11-13,101521.70859453591,35.40944955473894,-2552.41416094068,-2299.5735124387816,False,1,-1,0,0,0,0.0
2025-11-14,99730.4533956204,35.4272138307538,-2758.551548955264,-2391.369119742078,False,1,-1,0,0,0,0.0
2025-11-15,94456.39368235336,27.191614338472604,-3309.34142781471,-2574.9635813566047,False,1,-1,-1,0,-1,0.0
2025-11-16,95508.31019889197,28.511121072311692,-3619.245098789092,-2783.8198848431025,False,1,-1,0,0,0,0.0
2025-11-17,94411.32947182968,26.26785976724912,-3908.310595884672,-3008.718027051417,False,1,-1,0,0,0,0.0
2025-11-18,92036.7255045672,27.68775585222848,-4279.674357711119,-3262.909293183357,False,1,-1,0,1,1,0.0
2025-11-19,92819.759215009,34.45539550990027,-4459.393426597351,-3502.2061198661563,False,1,-1,0,1,1,0.0
2025-11-20,91363.27838693369,27.303263435741,-4665.566171393439,-3734.878130171613,False,1,-1,0,1,1,0.0
2025-11-21,86649.97257918229,25.321246283295523,-5149.918885782026,-4017.886281293696,False,1,-1,0,1,1,0.0
2025-11-22,85051.8019295002,18.64445424400627,-5598.198370411177,-4333.9486991171925,False,1,-1,-1,1,0,0.0
2025-11-23,84682.62429147748,19.126184102578364,-5915.067426411188,-4650.172444575992,False,1,-1,1,1,2,1.0
2025-11-24,86783.84766839583,18.213192310466624,-5928.299523677983,-4905.79786039639,False,1,-1,0,1,1,1.0
2025-11-25,88229.35740719768,18.9208867816495,-5755.796264325298,-5075.797541182172,False,1,-1,0,1,1,1.0
2025-11-26,87310.33159950442,20.37450558546017,-5628.363618274365,-5186.31075660061,False,1,-1,0,1,1,1.0
2025-11-27,90474.22677969698,30.36955186503737,-5211.991831429652,-5191.446971566418,False,1,-1,0,1,1,1.0
2025-11-28,91279.06057176425,34.43701175006508,-4762.175435743338,-5105.592664401803,False,1,1,0,1,3,1.0
2025-11-29,90950.37695910994,42.10599862563554,-4381.705152545648,-4960.8151620305725,False,0,1,0,1,2,1.0
2025-11-30,90841.45258193676,39.02631040591013,-4042.371061580692,-4777.126341940597,False,1,1,1,1,4,1.0
2025-12-01,90406.28448571144,40.27997797695776,-3765.158376203544,-4574.732748793187,False,0,1,1,1,3,1.0
2025-12-02,86281.49519776918,37.12604426618459,-3834.1041826960136,-4426.607035573753,False,1,1,-1,1,2,1.0
2025-12-03,91344.73275150164,47.23076959357101,-3440.5230674542254,-4229.390241949848,False,0,1,-1,1,1,1.0
2025-12-04,93619.43750817105,54.10948219423896,-2911.4956254369754,-3965.8113186472738,False,0,1,0,1,2,1.0
2025-12-05,92140.70419795792,61.33695515260123,-2581.797630079367,-3689.008580933693,False,-1,1,0,1,1,1.0
2025-12-06,89307.09154512963,58.35959846904469,-2520.108214226173,-3455.228507592189,False,0,1,0,1,2,1.0
2025-12-07,89244.7620814118,59.071778645851495,-2448.0290198317816,-3253.788610040108,False,0,1,1,1,3,1.0
2025-12-08,90162.90714007126,57.05099096623742,-2290.4166090618382,-3061.114209844454,False,0,1,0,1,2,1.0
2025-12-09,90618.0535204608,55.199321461927774,-2104.521514905471,-2869.795670856657,False,0,1,0,1,2,1.0
2025-12-10,92723.21372069632,61.20337919179784,-1766.9610517737892,-2649.228747040084,False,-1,1,0,1,1,1.0
2025-12-11,92005.13714957412,53.525567530696094,-1539.6367566829576,-2427.3103489686587,False,0,1,0,0,1,1.0
2025-12-12,92494.17691640416,52.83962067893732,-1304.9762391674158,-2202.84352700841,False,0,1,-1,0,0,0.0
2025-12-13,90307.26028567804,48.61719034792596,-1280.7087701841956,-2018.4165756435675,False,0,1,0,0,1,0.0
2025-12-14,90257.4292885891,48.74105185439948,-1251.0759464445,-1864.948449803754,False,0,1,1,0,2,1.0
2025-12-15,88230.77409367911,45.61147980679861,-1375.272570784335,-1767.0132739998703,False,0,1,0,0,1,1.0
2025-12-16,86413.9190195637,50.294557363678685,-1601.8393043613903,-1733.9784800721743,False,0,1,0,0,1,1.0
2025-12-17,87821.88919109134,40.64227121516138,-1648.777565653334,-1716.9382971884063,False,0,1,0,0,1,1.0
2025-12-18,86064.94716216,29.365420110623404,-1806.917988453206,-1734.9342354413666,True,1,-1,0,0,0,0.0
2025-12-19,85450.3312009302,30.82031020343396,-1959.2547156058567,-1779.7983314742648,False,1,-1,-1,0,-1,0.0
2025-12-20,88103.86075721023,46.51464012398126,-1844.601591756058,-1792.7589835306237,False,0,-1,0,0,-1,0.0
2025-12-21,88347.94310567998,47.42928186986615,-1714.2815883860603,-1777.063504501711,False,0,1,1,-1,1,0.0
2025-12-22,88577.42038358838,45.26841786697334,-1574.337169406761,-1736.518237482721,False,0,1,1,-1,1,0.0
2025-12-23,88491.12020788102,43.50968981993795,-1453.6372862810383,-1679.942047242385,False,0,1,0,-1,0,0.0
2025-12-24,87406.43636737975,32.69838659904468,-1429.033669555516,-1629.760371705011,False,1,1,0,-1,1,0.0
2025-12-25,87642.60888119951,35.34399214159984,-1374.6320750691957,-1578.7347123778482,False,1,1,0,-1,1,0.0
2025-12-26,87229.78066010943,32.22311732862245,-1349.2765861988591,-1532.8430871420503,False,1,1,0,-1,1,0.0
2025-12-27,87305.95655961394,38.180231831692126,-1307.9580934060796,-1487.8660883948564,False,1,1,0,-1,1,0.0
2025-12-28,87807.003210775,40.6809018952228,-1220.7110161292949,-1434.435073941744,False,0,1,1,-1,1,0.0
2025-12-29,87822.90829076794,48.168802149729046,-1137.1750259428518,-1374.9830643419657,False,0,1,0,-1,0,0.0
2025-12-30,87156.56266080117,53.718395940125305,-1111.9231177776965,-1322.3710750291118,False,0,1,-1,-1,-1,0.0
2025-12-31,88414.62856073362,53.01305947482246,-979.1088373941166,-1253.718627502113,False,0,1,0,-1,0,0.0
2026-01-01,87520.18048742875,58.10834457475158,-935.2461126006092,-1190.0241245218122,False,0,1,0,-1,0,0.0
2026-01-02,88727.67004249741,67.1291562474438,-793.8987014594604,-1110.799039909342,False,-1,1,0,-1,-1,0.0
2026-01-03,89926.27924953419,61.23336745153956,-578.49359984498,-1004.3379518964696,False,-1,1,-1,-1,-2,0.0
